"","imp.Agarose-control-1","imp.Agarose-control-2","imp.Agarose-control-3","imp.Agarose-control-4","imp.Agarose-control-5","imp.Agarose-control-6","imp.TUBE.KO-Drug-1-1","imp.TUBE.KO-Drug-1-2","imp.TUBE.KO-Drug-1-3","imp.TUBE.KO-Drug-2-1","imp.TUBE.KO-Drug-2-2","imp.TUBE.KO-Drug-2-3","imp.TUBE.KO-Drug-3-1","imp.TUBE.KO-Drug-3-2","imp.TUBE.KO-Drug-3-3","imp.TUBE.KO-vehicle-1","imp.TUBE.KO-vehicle-2","imp.TUBE.KO-vehicle-3","imp.TUBE.WT-Drug-1-1","imp.TUBE.WT-Drug-1-2","imp.TUBE.WT-Drug-1-3","imp.TUBE.WT-Drug-2-1","imp.TUBE.WT-Drug-2-2","imp.TUBE.WT-Drug-2-3","imp.TUBE.WT-Drug-3-1","imp.TUBE.WT-Drug-3-2","imp.TUBE.WT-Drug-3-3","imp.TUBE.WT-vehicle-1","imp.TUBE.WT-vehicle-2","imp.TUBE.WT-vehicle-3","log2.ratio","p.value","Protein IDs","Gene names"
"11",0,0,0,0,0,0,0,0,0,0,7.21494223230674,0,0,0,0,0,0,0,0,0,0,0,7.36276003597157,0,0,7.14770619899009,0,0,0,0,NA,NA,"A2A654","Bptf"
"12",7.11854833611321,7.34840833754631,7.04309755565569,7.09438465832328,7.02933935195949,6.92446461019355,0,0,0,7.45316131481303,0,0,0,7.37594956001004,0,7.21780613168868,0,0,0,0,0,0,0,7.26980585149964,0,0,0,0,0,0,NA,NA,"A2A699","Fam171a2"
"13",5.49340227926249,5.69997640056529,5.70448512080926,5.80655303552734,5.48794397264485,5.58849580100721,8.13272664392234,8.07754066398098,8.08545053120552,8.11554394110205,8.06491843572672,8.17926409101962,8.14574174011676,7.98416000094572,8.17929983774459,7.99691617248796,8.14938333076528,7.99027471526503,8.01202840704149,5.73935870446125,7.98191108236211,8.11644322190525,8.30359618275507,8.04468555530724,8.06656052549985,8.20342594483266,7.92298921314164,8.06929319480057,8.13189751547395,7.92374228274956,0.0128904380093656,0.932690847180995,"A2A7F4","Rlf"
"14",5.49340227926249,5.69997640056529,5.70448512080926,5.80655303552734,5.48794397264485,5.58849580100721,7.12981355685941,7.10020661598603,7.14293581096162,7.13454942956324,7.21552423308637,7.27730405969521,7.12744521266327,7.03795261246958,7.13704929399239,7.16308977896139,7.25177120760907,7.26736588816916,7.11030671942516,7.17582259619936,7.06718244822665,7.27148008298284,7.4868303305509,7.08992185835527,7.08244513457229,7.27404255151022,7.06891960119366,7.14346916832847,7.17231837619148,7.22146760729966,0.160528546444068,0.107982330661954,"A2A870","Fbf1"
"15",0,6.49062340412109,6.48147353457772,6.67132763462135,6.66094580422944,6.63134828838635,0,0,0,6.49616654892785,0,6.39151653783059,0,0,0,0,0,0,0,0,0,6.03041888572179,0,0,0,6.38385308576096,0,0,0,0,NA,NA,"A2A8L1","Chd5"
"16",5.49340227926249,5.69997640056529,6.58661482069508,5.80655303552734,5.48794397264485,5.58849580100721,7.53011082413394,7.37205411488943,7.53107024229536,7.73116411775408,7.42856205892623,7.60627866790068,7.6294007325682,7.62876245101167,7.59046796294788,7.5185793437599,7.43285178332815,7.43187836862028,7.54246169991253,7.40406221471825,5.13468699255685,7.55310506401017,7.42360959989634,7.5947165416181,7.61576647944672,7.53091835963878,7.57443449278457,7.52197382871521,7.343139506278,7.42696647190079,0.101019488786707,0.414180297344686,"A2ADY9","Ddi2"
"17",5.49340227926249,5.69997640056529,8.06180762952754,5.80655303552734,8.08788480055916,5.58849580100721,6.61399745646231,8.10287872002492,8.08186063111023,6.1197835861617,5.84008099000391,6.25925930985236,5.68058024509398,8.06549985218546,7.60434750271935,5.25370138101199,5.78368923634732,8.02760877347033,8.03940570184037,5.73935870446125,7.99039894502423,8.00363708685136,7.98879566105218,8.05111946700121,6.60235678026968,7.74555228757068,8.02878939773703,8.09616545318289,8.09122155334579,5.70059988932082,-3.1259205014805,0.624295105706551,"A2AG50","Map7d2"
"18",6.66429758888921,5.69997640056529,6.77749350120665,6.60229849055185,6.5803535327849,6.67519442769477,6.65035576391666,6.84116673218675,6.66592977267472,6.79557200548286,6.8737478145569,6.25925930985236,6.68761918808973,5.90129481716557,5.86305506179488,6.73789794417352,6.85257149551048,6.63420029732102,6.62556625337175,6.69623695382496,5.13468699255685,6.705973014945,6.13145826010653,6.68091234987196,6.59265824153268,6.83539685258111,6.6161299016015,5.53660893899411,6.73559087405446,6.61021132229056,1.48629551982605,0.3580623332916,"A2AHC3","Camsap1"
"19",7.68458160527503,7.77362999059554,7.56072882644213,7.51262025059988,7.58066666130832,7.35453985545091,7.56679772694067,7.55234136960618,7.50758848097779,7.64494996063155,7.3874037309838,6.91780049906328,7.31617396859269,7.34721174523716,7.26622707799685,7.46580340478855,7.51590832154032,7.51600573843049,7.5020867652159,7.51903638561659,7.3628947136158,7.46873690422512,7.03026723274842,7.36315858672304,7.55435497499173,7.52960236265794,7.26586586885024,7.49634837134176,7.52021959379364,7.25506556525748,0.250344857791552,0.503231077846262,"A2AJA9","Gm996"
"20",9.21331333663121,9.04094204036403,9.12941363309163,9.0640153900616,9.09205001494315,9.069238369234,9.10121099128062,9.1510939992086,9.04434467958262,9.14997123700764,9.10072479179316,9.05195388061524,9.14364618844653,9.01063634413094,9.00185585231526,9.1129561443506,9.12484247563986,9.09628437983699,9.12347869705244,9.11729140648107,9.0977328802006,9.10925801673925,9.1342262728932,9.05549260704586,9.12523193713673,9.12311545048217,9.00627432367755,9.14147540383413,9.13999003490082,9.03960295795631,0.0144111919339768,0.884816331274977,"A2AJI0","Map7d1"
"21",0,0,0,0,0,0,0,0,0,0,0,0,7.11093149188583,0,7.05123356540129,0,0,0,0,0,0,0,7.21814946950712,0,0,7.07258203669215,0,0,0,0,NA,NA,"Q09XV5;Q8BYH8;A2AJK6;A3KFM7","Chd8;Chd9;Chd7;Chd6"
"22",7.70969181660553,7.75613576961466,7.69852273580803,7.71262235913792,7.7118045453368,7.64865997924968,7.65084693574433,7.65030395079613,7.58985883137238,7.72082202835943,7.60763348562687,7.67533081637886,7.67657064729259,7.58507858614888,7.60517909336031,7.59732865459149,7.67938488400553,7.64162690000898,7.55488060297839,7.61230006100998,7.59346177088333,7.7159752544843,7.68013488180733,7.6428433195744,7.68752373258921,7.70076298648811,7.54882416367313,7.62632294787512,7.6088839011643,7.5766714994932,0.117886469351725,0.386268761832312,"A2AJT4","Pnisr"
"23",7.80568718164292,7.83201952406848,7.78416177603971,7.6658153278093,7.70669750358673,7.61478665122112,7.60699648326367,7.53304110212013,7.35486969699878,7.72486967845038,7.5316102212262,7.50220198811353,7.6231382164503,7.50434623527071,7.63038496817096,7.44936445163574,7.51043872129484,7.57475246903689,7.57001007768971,7.5297199208383,7.50444282064142,7.75761461938321,7.55100747367146,7.54034814431011,7.60938898763023,7.67792279843415,7.55186284347111,7.53294349240764,7.53052392718968,7.43983584083343,0.0346060547529935,0.887208664660979,"A2AJW5","Fam217b"
"24",6.33173107862924,6.39905764802532,6.36164565206474,6.30449606489247,6.54408037448102,6.4911645526667,5.93659918553387,6.97455544211244,6.51118458042628,7.2074053344602,6.39968037423369,6.33106123543166,6.46718942363893,7.38100621919259,5.86305506179488,6.44812259000043,7.23195760283262,6.41806344101863,6.45161903074976,6.50245402596961,6.80482968846235,6.44986625908161,7.26346235561485,5.87142113944381,5.40385802358324,7.09186202021256,6.65972157082771,6.40854153231253,5.57422810328016,5.70059988932082,2.6739019850961,0.228359494526427,"A2AK44;A2AK42;Q8C5N3","Gm13695;Gm13697;Cwc22"
"25",7.69689775822322,7.7691271268722,7.77089264609307,7.61106097155117,7.94674230304415,7.96366873190113,7.95159598931815,7.58717405371985,5.84893386292132,7.74892829181667,7.69282138283901,7.67432139098887,7.81481341466352,7.5472280251383,7.70515803981243,7.55972146053243,7.73224072502241,7.52674306395939,7.63938671148774,7.43071689948115,7.36539943440362,7.76213236076153,7.77663703050307,7.79187605569699,7.55503016991826,7.75053986777807,7.67811171522809,7.40105609556848,7.58049778168834,7.34225215690276,0.548006535874784,0.00362883151377046,"A2AKG8","Focad"
"26",7.06067921142787,7.16869878558935,7.26656378730356,7.29915891560639,7.28412551443668,7.21892449397492,7.62121153657833,7.54501928129638,7.47136472712305,7.65681385041857,7.57653360659196,7.19532428777668,7.49306542799312,7.37888150405546,7.20061612833193,7.4400801677636,7.41273150282301,7.53928991626315,7.42678007393167,7.46642931095871,7.46196741015572,7.61992064906442,7.56312715214152,7.75285137531009,7.59097967048594,7.63975618795313,7.4378328083551,7.46846127589216,7.38261830617819,7.4121204405366,0.142733909244376,0.443505639030916,"A2AN08","Ubr4"
"27",7.4937017619266,7.44857949092578,7.50370242895235,7.56112389190142,7.46070543468154,7.47124585409778,7.50691751355115,7.46496223358305,7.41527966343024,7.52209994499936,7.52874823273465,7.44460689841867,7.41870679822728,7.56513094876936,7.02883362482266,7.43410744114673,7.53768141219196,7.5678827782138,7.55618552909912,7.44427702973163,7.36161276864388,7.56182145744852,7.50841065490908,7.49231258212374,7.3704476293589,7.54886668679519,7.46764887395169,7.56759419777324,7.43490409761389,7.51342383164849,0.0262980487647636,0.922555369751639,"A2AR02","Ppig"
"28",7.67445319283846,7.48617938911627,7.55426205346614,7.59992913160081,7.57475581753198,7.5688923599766,7.57807209110836,7.64042898231992,7.51062146826384,7.55599137981724,7.50700702313641,7.58630924018964,7.49445384525113,7.49411779299049,7.60461819563909,7.56327675982161,7.65440694655183,7.55091122609676,7.63402562074775,7.60329663903613,7.57796833864101,7.55855459675132,7.54844599006549,7.59644840671786,7.58838300791017,7.59895027904227,7.48943202485618,7.64012575026493,7.59630371107168,7.5367341010708,-0.00505888671452129,0.972913160359706,"A2ARS0","Ankrd63"
"29",5.49340227926249,5.69997640056529,7.48271533810049,5.80655303552734,7.51170979919257,7.40303014322394,8.02068924702732,7.95635555433775,8.10457013978528,8.09032676699432,8.11048568071908,8.15693581910596,8.02999542570016,7.98780952417168,8.06218559303582,7.74306654464235,7.92375903381927,8.00522309075013,7.94085576229685,7.76603575386624,7.79501115140004,8.19639531802983,8.18820870602625,7.87984654296051,8.12166935012064,8.08992032015337,7.88737389168762,7.90365307185377,8.00188591446259,7.84066693122125,-0.0821150155510788,0.823690664101011,"A2ASS6","Ttn"
"30",7.79754687986886,7.85761632752381,7.73621752089107,7.81995664310416,7.77853725143336,7.75838303446184,7.81718745039793,7.83298520469383,7.61872662147,8.01418398712327,7.82761722974398,7.75646917940957,7.83496829580711,7.69671301151671,7.81514602051961,7.79095805251778,7.78866062972045,7.73179570439736,7.71692180527265,7.85050438474978,7.69497508867898,7.93389789515094,7.83946928800065,7.80746932590891,7.77970567680218,7.8316745682287,7.56012653494845,7.84545255601624,7.78656503510511,7.66382053070641,0.0172477438928385,0.896807452032932,"A2AT37","Upf2"
"31",7.46956686425652,7.34271687180728,6.78939950961634,6.76199292456604,7.43025693228027,5.58849580100721,6.59971996972437,6.77380956188449,6.65758778111894,7.21739272659288,6.51448314498242,7.31239562135549,6.26218648070676,7.15004304493892,7.26000273562775,6.55505611515968,7.4226396465556,6.64868097557721,7.19396469941797,6.74799417218135,6.52723319934569,7.22091784930221,6.13348636208691,6.76010797634966,6.78744247542351,7.31098669931748,7.35469141746944,7.32137794935064,6.61006768924808,6.54700659174707,0.163798191849532,0.923851150483607,"A2AWA9","Rabgap1"
"32",8.12764401566872,8.14718132762512,8.1999549855184,8.19844182821012,8.30382467500831,8.25815835771155,8.13929870733938,8.19376430156993,8.20654596927734,8.17037843727126,8.17903117617882,8.21795630025211,8.1786286634671,8.18969274809606,8.20548784482789,8.16952230900737,8.19613466394259,8.22667098116145,8.14373212154345,8.16709262740101,8.17795048988294,8.15777215380526,8.18679774710299,8.27310263410789,8.21739843250296,8.16066846261762,8.22671301500183,8.15432874110598,8.25174797411265,8.14831420223334,0.042008035971929,0.774847081023571,"A2RTL5","Rsrc2"
"33",6.85134529640408,6.99219831686025,6.75624345928756,6.62290987812622,6.72182044647979,6.63081464402546,6.33742916768144,6.65132477327339,6.22609280309699,6.67746256224984,5.84008099000391,7.1693658175646,5.68058024509398,5.90129481716557,5.86305506179488,6.41862178843918,6.69288435586341,6.57442743535298,6.61651020513926,6.68719108531982,5.13468699255685,6.48063095353216,7.28384594607398,6.60028323109473,6.745541078689,6.99995477759682,5.86822110354736,6.54135063427095,6.45528181176989,6.52177127966134,0.185507376193386,0.645132378061878,"A6X8Z5","Arhgap31"
"34",7.83168704562543,7.77167966219094,7.74810656913353,7.96530322686698,7.81189748264459,8.05896323422641,8.33239726873731,8.18975217797317,8.16272495136602,8.18313974952426,8.06001458936832,8.11479564735333,8.23023136073179,8.15988321200488,8.14466089804185,8.31014905924243,8.19605976587673,8.1631443499018,8.16386401666927,8.19076063618328,8.07240897223347,8.20613118266524,8.09494470295167,8.13039339553017,8.12853466977606,8.27216618626996,8.12744904090367,8.16970917383822,8.26342622365011,8.13102511210747,0.116480823550637,0.618123842343763,"A8DUK4;P02089;CON__P02070;CON__Q3SX09;P02104","Hbbt1"
"35",7.03547478121942,6.985934117891,6.41290934193895,5.80655303552734,6.87849841739241,5.58849580100721,7.64874855330317,7.60134297084583,7.63105487822775,7.66538451789097,7.61723297210331,7.67183224422461,7.59079676543131,7.63248549916691,7.7316566420619,7.61166549877724,7.55217200731011,7.59730924988747,7.70384557608996,7.70023440946191,7.62917539839313,7.66095278872681,7.64723719352217,7.83372490636808,7.70982627416584,7.63757204681395,7.71938101785983,7.67526111194701,7.69552035556275,7.62662478879291,-0.261612357274373,0.145006153774834,"B0V2N1","Ptprs"
"36",8.21407584286962,8.20362880182964,8.2796280325516,8.26937443409453,8.28856134985286,8.18964902941294,8.2009281107124,8.32749822790426,8.18539033821258,8.29477696139656,8.28137536977723,8.23018377215904,8.22902660564763,8.2575048753928,8.14301852812537,8.20446566476785,8.2823034254436,8.21398653347282,8.15093548261757,8.2347334097875,8.16391584314671,8.27554910475142,8.27450364011973,8.13091845928784,8.14041145907233,8.30728248156633,8.13340338067478,8.16064792545419,8.21562945031855,8.18427567313982,0.155247624036551,0.0492160936435606,"B1AR17","Chd3"
"37",7.10676905627677,6.99937074870935,6.91550969650003,6.93467924289276,6.95257035691037,6.79570940866835,6.99974090966674,6.79649160728265,6.78616515556384,7.14456306877729,6.88344034248375,6.89932597757094,6.93632200895392,6.75079151193001,6.90353751579724,7.00896552677692,7.00649696341423,6.90580242260252,7.10677915096856,7.09752026871887,6.81566426595308,6.68051953746957,7.04758086675491,5.87142113944381,6.99627252622793,6.94082027120545,5.86822110354736,7.00534444698971,6.94155772692854,6.95300961961586,0.0236445089272679,0.846599445946338,"B1AY10","Nfx1"
"38",8.20281096506444,8.13635652343069,8.14769281199286,8.16341135982748,8.20435359854937,8.13336200005341,8.08061424786233,8.13697001444533,8.03054972532516,8.1614475677186,8.06719039791682,8.10983856694712,8.15310396158495,8.04353127201666,8.0791777616036,8.06591678349809,8.04886721791295,8.00197189220165,8.01962765883899,8.11928280988364,8.0075701391269,8.18786678466212,8.15330400136921,8.03133868583771,8.10581240375081,8.17501673480618,7.99040543116485,8.04081996441052,8.11508175000363,8.02895009359515,-0.0754032437270474,0.48116722873497,"B2RRE7","Otud4"
"39",6.74966375848875,7.10103740275209,6.80545045049722,5.80655303552734,6.84355184506181,6.79569148657291,7.39718825874754,7.30285423936202,7.18098143038364,7.50841901728417,7.13606211797167,7.41430482997616,7.45009968393527,7.18268206239585,7.37580946149694,7.31467499426265,7.33244976791087,7.27111037938047,7.21822036669013,7.33199263478719,7.18280519570912,7.47414256168837,7.37768729868001,7.23133443667735,7.28349401955839,7.29824259746453,7.32065201399514,7.28731434519364,7.35224271772623,7.27886044003671,-0.000201930488874184,0.996961186961522,"B2RSH2;P20612;Q3V3I2","Gnai1"
"40",8.0090512632087,8.42321892176625,8.16637795469289,8.09785315042241,8.27002236605421,8.34890499181609,8.25916213554217,8.32598638983952,8.31418990224642,8.07257871273178,8.19339533150055,8.24387135321312,8.13222605239004,8.59748689212817,8.18030740016128,8.5343230391147,8.26411362560397,8.23024311283591,8.19043644920452,8.27752640869823,8.34817712449104,8.01938832582416,8.13470215610112,8.34683903367404,8.26139575271699,8.05607148398088,8.35323788781004,8.16489499651166,8.30326723465363,8.3320534270879,0.252980458860331,0.657566385971861,"B2RXM2;J3QNY1","Gm6793;Gm9242"
"41",7.45506583274759,7.57794492543265,7.42971400257721,7.3850927683156,7.38576766457021,7.48849148718407,7.3806550990482,7.51158841811892,7.24490268193205,7.41563620630966,7.31802193403423,6.83634487649138,7.22130156846453,7.19266815665018,7.31796619318225,7.35629795913546,7.3569662543504,7.01581165913788,7.39948704803102,7.41069860524787,7.35060014476707,7.35939088365083,6.87618049404504,7.36962904930705,7.31667990294091,7.38975106248923,7.17115007811389,7.40798818786714,7.44484231874489,7.31369554681779,-0.484392681911085,0.197827360663859,"B2RXQ2","Ppfia1"
"42",7.40911974407745,7.52152934426718,7.57332631599398,7.38680413031499,7.47835379349432,7.3356945832425,7.48950294614386,7.52789032756828,7.46730974667453,7.6112500057363,7.55284122810451,7.4905851128052,7.68271906769513,7.44355134851131,7.37645535598742,7.54786697576082,7.45302557895944,7.46596342529288,7.49795770034917,7.55447575005139,7.46592268849287,7.49420879522653,7.52462683057495,7.43818403507677,7.44670451971482,7.50656652902533,7.34108505770624,7.53721034696251,7.486528347801,7.44008148221367,0.00336157313190987,0.959851821709377,"B2RY56","Rbm25"
"43",7.55118918482471,7.53270600762577,7.53892262456396,7.46935288387867,7.43376493706396,7.51440661136812,7.54507691489927,7.71187367328039,7.44142730392327,7.60728355618625,7.59458188644823,7.48811578468402,7.52037680229152,7.56414465738075,7.39224788761998,7.53149725806835,7.62802615085671,7.38078529920775,7.49003055671504,7.57342732037752,7.52301293105078,7.30981982604462,7.70328502673316,7.50356544902992,7.55103236769035,7.52714357228501,7.20830902847954,7.65714364704698,7.58852192162994,7.33561509294795,-0.0453686278025694,0.830113004854924,"B8QI36","Ppfia4"
"44",8.29015604115904,8.3192272177745,8.29528326928574,8.138848578431,8.52612458892592,8.36233301921604,8.1041312445388,7.9820320533872,8.02442121419156,8.00503364066785,7.82810938873551,8.21030411251982,8.0810422012064,7.93855738726765,8.04735302931028,7.97719759039833,7.90553827370491,8.12428116796135,7.97986905562556,7.92973890445313,8.14008961037686,8.0224813233929,7.93105995808087,7.99765784913629,7.99350396424014,8.02701273922416,8.04906902584192,8.08059694466685,7.8808154969844,8.05030132741789,-0.00520074086990279,0.979063898228825,"B9EKR1","Ptprz1"
"45",7.2106833920932,7.06543067294394,7.1999817331894,7.04854749531439,7.04937060916853,7.13581132860521,7.08030919401205,5.600166689408,7.06940328764157,7.29074841143173,7.0044152878221,6.98906111058281,7.22379011801411,7.13646397549923,7.06638293293026,7.09381881890972,7.13732960655755,7.20459997001363,7.10928906139269,7.02585426187709,7.08273040687779,7.17356843683164,7.08022255877963,7.00651204594463,7.01338641638481,7.21717646383506,5.86822110354736,7.04940025895064,7.01557906928574,7.09766861857391,0.302406684388413,0.0615689253531387,"C0HKD9;C0HKD8",NA
"46",8.94183685455842,9.44152970716922,8.46754541250637,8.56466151704841,8.53896686871463,8.56441750895927,8.50609900776842,8.57860128602125,8.52603745469784,8.46219804930873,8.75737871502248,8.59758453830325,8.56801744922369,9.57870986971222,8.64214046259837,8.7278241949348,8.9310574514126,9.01050958027198,8.41905598378492,8.50071248716537,8.43058852328878,8.95279979835496,8.77046337222114,8.66475906814637,8.48927876550288,8.80584690648277,8.35072533992837,8.67512223296932,8.58455107896524,8.53330890375809,0.970455905336646,0.145401458605734,"C0HKE9;C0HKE8;C0HKE7;C0HKE6;C0HKE5;C0HKE4;C0HKE3;C0HKE2;C0HKE1;Q8CGP6;Q8CGP7;Q8CGP5;Q8BFU2;Q8CGP4;Q8R1M2;P27661;Q64522","Hist1h2ah;Hist1h2ak;Hist1h2af;Hist3h2a;Hist1h2aa;H2afj;H2afx"
"47",7.15543846328452,6.96844282259716,6.95059833356527,7.15750884373938,6.89182971692986,7.00701128797015,5.93659918553387,5.600166689408,5.84893386292132,6.1197835861617,5.84008099000391,6.25925930985236,5.68058024509398,6.37857249134322,5.86305506179488,7.44501156871405,5.78368923634732,5.65667304588485,5.98068043388499,5.73935870446125,5.13468699255685,6.30218811769425,6.13145826010653,5.87142113944381,5.40385802358324,6.02485494830502,5.86822110354736,6.40968883290215,5.57422810328016,8.52255087556585,-1.79505252428008,0.693571269691382,"CON__ENSEMBL:ENSBTAP00000024466;CON__ENSEMBL:ENSBTAP00000024462",NA
"48",0,0,0,0,0,0,0,0,0,0,0,7.40747031297429,0,0,0,0,6.08804117238779,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"CON__ENSEMBL:ENSP00000377550;CON__P13646-1",NA
